Name	Set	Imagefile	Copies	Type	Sphere/Encounter Set(icon)	Unique	Traits	Engage	Cost	Willpower/Threat	Attack	Defense	Hit Points	Quest Points	Abilities	Number	Card Text	Shadow Text	Script	Sound
Stuart (Nightmare)	Nightmare	N-CATC11,encounter	1	Nightmare.-.Enemy	A Conflict at the Carrock (Nightmare)															
Time for Supper (Nightmare)	Nightmare	N-CATC12,encounter	3	Nightmare.-.Treachery	A Conflict at the Carrock (Nightmare)															
Troll Lair (Nightmare)	Nightmare	N-CATC13,encounter	3	Nightmare.-.Location	A Conflict at the Carrock (Nightmare)															
Journey to Rhosgobel (Nightmare)	Nightmare	N-J2R2,N-J2R1		Nightmare	Journey to Rhosgobel (Nightmare)															
Dark-Wood Grove (Nightmare)	Nightmare	N-J2R3,encounter	3	Nightmare.-.Location	Journey to Rhosgobel (Nightmare)															
Goblin Eagle-Hunter (Nightmare)	Nightmare	N-J2R4,encounter	3	Nightmare.-.Enemy	Journey to Rhosgobel (Nightmare)															
Labyrinthine Woods (Nightmare)	Nightmare	N-J2R5,encounter	3	Nightmare.-.Location	Journey to Rhosgobel (Nightmare)															
Noxious Supplies (Nightmare)	Nightmare	N-J2R6,encounter	3	Nightmare.-.Treachery	Journey to Rhosgobel (Nightmare)															
Pitch-Dark Thicket (Nightmare)	Nightmare	N-J2R7,encounter	2	Nightmare.-.Location	Journey to Rhosgobel (Nightmare)															
Shot from the Sky (Nightmare)	Nightmare	N-J2R8,encounter	3	Nightmare.-.Treachery	Journey to Rhosgobel (Nightmare)															
Treetop Bird-Spider (Nightmare)	Nightmare	N-J2R9,encounter	2	Nightmare.-.Enemy	Journey to Rhosgobel (Nightmare)															
The Hills of Emyn Muil (Nightmare)	Nightmare	N-HOEM9,N-HOEM8		Nightmare	The Hills of Emyn Muil (Nightmare)															
A Hurrying Darkness (Nightmare)	Nightmare	N-HOEM1,encounter	2	Nightmare.-.Treachery	The Hills of Emyn Muil (Nightmare)															
Blast of Savage Wind (Nightmare)	Nightmare	N-HOEM2,encounter	3	Nightmare.-.Treachery	The Hills of Emyn Muil (Nightmare)															
Brambles and Thorns (Nightmare)	Nightmare	N-HOEM3,encounter	3	Nightmare.-.Location	The Hills of Emyn Muil (Nightmare)															
Hazardous Terrain (Nightmare)	Nightmare	N-HOEM4,encounter	2	Nightmare.-.Treachery	The Hills of Emyn Muil (Nightmare)															
Orc Interceptor (Nightmare)	Nightmare	N-HOEM5,encounter	2	Nightmare.-.Enemy	The Hills of Emyn Muil (Nightmare)															
Retraced Steps (Nightmare)	Nightmare	N-HOEM5,encounter	2	Nightmare.-.Treachery	The Hills of Emyn Muil (Nightmare)															
Sarn Gebir Rapids (Nightmare)	Nightmare	N-HOEM6,encounter	2	Nightmare.-.Location	The Hills of Emyn Muil (Nightmare)															
Tunnelling Nameless Thing (Nightmare)	Nightmare	N-HOEM10,encounter	3	Nightmare.-.Enemy	The Hills of Emyn Muil (Nightmare)															
The Dead Marshes (Nightmare)	Nightmare	N-TDM9,N-TDM8		Nightmare	The Dead Marshes (Nightmare)															
Candles of Corpses (Nightmare)	Nightmare	N-TDM1,encounter	1	Nightmare.-.Treachery	The Dead Marshes (Nightmare)															
Delivery of the Dark Land (Nightmare)	Nightmare	N-TDM2,encounter	1	Nightmare.-.Treachery	The Dead Marshes (Nightmare)															
Ill-Fated Guard (Nightmare)	Nightmare	N-TDM3,encounter	3	Nightmare.-.Enemy	The Dead Marshes (Nightmare)															
Lost Souls of Lorien (Nightmare)	Nightmare	N-TDM4,encounter	3	Nightmare.-.Enemy	The Dead Marshes (Nightmare)															
Marsh Wight (Nightmare)	Nightmare	N-TDM5,encounter	2	Nightmare.-.Enemy	The Dead Marshes (Nightmare)															
Stagnant Quagmire (Nightmare)	Nightmare	N-TDM6,encounter	3	Nightmare.-.Location	The Dead Marshes (Nightmare)															
Swarming Mosquitoes (Nightmare)	Nightmare	N-TDM7,encounter	2	Nightmare.-.Treachery	The Dead Marshes (Nightmare)															
The Mere of the Dead (Nightmare)	Nightmare	N-TDM10,encounter	1	Nightmare.-.Location	The Dead Marshes (Nightmare)															
Things in the Pools (Nightmare)	Nightmare	N-TDM11,encounter	3	Nightmare.-.Enemy	The Dead Marshes (Nightmare)															
Ambush Orcs (Nightmare)	Nightmare	N-RTM1	3	Nightmare.-.Enemy	Return to Mirkwood (Nightmare)															
Befouled Equipment (Nightmare)	Nightmare	N-RTM2	2	Nightmare.-.Treachery	Return to Mirkwood (Nightmare)															
Deceptive Path (Nightmare)	Nightmare	N-RTM3	2	Nightmare.-.Location	Return to Mirkwood (Nightmare)															
Isolation (Nightmare)	Nightmare	N-RTM4	2	Nightmare.-.Treachery	Return to Mirkwood (Nightmare)															
Pursuing Warg-Riders (Nightmare)	Nightmare	N-RTM5	3	Nightmare.-.Enemy	Return to Mirkwood (Nightmare)															
Return to Mirkwood (Nightmare)	Nightmare	N-RTM7,N-RTM6		Nightmare.-.Location	Return to Mirkwood (Nightmare)															
Web-Spinner (Nightmare)	Nightmare	N-RTM8	3	Nightmare.-.Enemy	Return to Mirkwood (Nightmare)															
Web-Wall (Nightmare)	Nightmare	N-RTM9	3	Nightmare.-.Location	Return to Mirkwood (Nightmare)															
Wickedness and Mischief (Nightmare)	Nightmare	N-RTM10	2	Nightmare.-.Treachery	Return to Mirkwood (Nightmare)															
Celeborn	TDT	TDT01	1	Hero	Leadership	*	Silvan. Noble. 	11		3	2	2	4				Response:?After a?Silvan?ally enters play, that ally gets +1??+1??and +1??until the end of the round.			
Firefoot	TDT	TDT02	3	Attachment	Tactics	*														
Naith Guide	TDT	TDT03	3	Ally	Leadership				2	1	1	0	1							
Blue Mountain Trader	TDT	TDT04	3	Ally	Spirit				2	1	0	1	2							
Ithilien Lookout	TDT	TDT05	3	Ally	Lore				3	1	2	0	2							
The Fall of Gil-Galad	TDT	TDT06	3	Attachment	Spirit															
Chief Turch	TDT	TDT07,encounter	1	Enemy	(Wolf) The Dunland Trap	*														
Swift and Silent	TDT	TDT08,encounter	3	Event	Leadership															
Close Call	TDT	TDT09,encounter	3	Event	Tactics															
The Tree People	TDT	TDT10,encounter	3	Event	Lore															
The White Council	TDT	TDT11,encounter	3	Event	Neutral															
Munuv D?v Ravine	TDT	TDT12,encounter	1	Location	(Wolf) The Dunland Trap	*														
Old South Road (TDT)	TDT	TDT13,encounter	1	Location	(Wolf) The Dunland Trap	*														
Boar Clan Stalker	TDT	TDT14,encounter	3 (2)	Enemy	(Wolf) The Dunland Trap															
Boar Clan Warrior	TDT	TDT15,encounter	4	Enemy	(Wolf) The Dunland Trap															
Hithaeglir Foothills	TDT	TDT16,encounter	2 (1)	Location	(Wolf) The Dunland Trap															
Hills of Dunland	TDT	TDT17,encounter	4 (2)	Location	(Wolf) The Dunland Trap															
Plains of Enedwaith	TDT	TDT18,encounter	3	Location	(Wolf) The Dunland Trap															
Hithaeglir Stream	TDT	TDT19,encounter	4	Location	(Wolf) The Dunland Trap															
Frenzied Attack	TDT	TDT20,encounter	3	Treachery	(Wolf) The Dunland Trap															
Dunlending Ambush	TDT	TDT21,encounter	3	Treachery	(Wolf) The Dunland Trap															
The Road to Tharbad	TDT	TDT22.png,TDT23.png	1	Quest	(Wolf, OrcFlag, Fork) The Dunland Trap															
A Well Laid Trap	TDT	TDT24.png,TDT25.png	1	Quest	(Wolf, OrcFlag, Fork) The Dunland Trap															
No Way Out	TDT	TDT26.png,TDT27.png	1	Quest	(Wolf, OrcFlag, Fork) The Dunland Trap															
Idraen	TTT	TTT01	1	Hero	Spirit	*	Dunedain. Ranger. Scout.	11		2	3	2	4				Response:?After a?location?is explored, ready Idraen.			
Rumil	TTT	TTT02	3	Ally	Tactics	*			4	2	2	1	2							
Warden of Arnor	TTT	TTT03	3	Attachment	Spirit	*														
Rivendell Scout	TTT	TTT04	3	Ally	Leadership															
Greyflood Wanderer	TTT	TTT05	3	Ally	Spirit				3	2	1	0	2							
Key of the Boar	TTT	TTT06	1	Objective	(Hilt) The Three Trials	*														
Key of the Wolf	TTT	TTT07	1	Objective	(Hilt) The Three Trials	*														
Key of the Raven	TTT	TTT08	1	Objective	(Hilt) The Three Trials	*														
Elven Mail	TTT	TTT09	3	Attachment	Tactics															
Leaf Brooch	TTT	TTT10	3	Attachment	Neutral															
Boar's Guardian	TTT	TTT11	1	Enemy	(Hilt) The Three Trials	*														
Wolf's Guardian	TTT	TTT12	1	Enemy	(Hilt) The Three Trials	*														
Raven's Guardian	TTT	TTT13	1	Enemy	(Hilt) The Three Trials	*														
Feigned Voices	TTT	TTT14	3	Event	Leadership															
Message from Elrond	TTT	TTT15	3	Event	Lore															
Noiseless Movement	TTT	TTT16	3	Event	Lore															
Hallowed Circle	TTT	TTT17	1	Location	(Hilt) The Three Trials															
Spirit of the Wild	TTT	TTT18	5 (4)	Enemy	(Hilt) The Three Trials															
Hill Barrow	TTT	TTT19	1	Location	(Hilt) The Three Trials															
Cave Barrow	TTT	TTT20	1	Location	(Hilt) The Three Trials															
Stone Barrow	TTT	TTT21	1	Location	(Hilt) The Three Trials															
Cursed Forest	TTT	TTT22	2	Location	(Hilt) The Three Trials															
Grim Foothills	TTT	TTT23	3 (2)	Location	(Hilt) The Three Trials															
Curse of the Wild Men	TTT	TTT24	2 (1)	Treachery	(Hilt) The Three Trials															
The Guardian's Fury	TTT	TTT25	2 (0)	Treachery	(Hilt) The Three Trials															
Wild Tenacity	TTT	TTT26	3 (2)	Treachery	(Hilt) The Three Trials															
The Trial Begins	TTT	TTT27.png,TTT28.png	1	Quest	(Hilt, Trees) The Three Trials															
The Trial of Strength	TTT	TTT29.png,TTT30.png	1	Quest	(Hilt, Trees) The Three Trials															
The Trial of Perseverance	TTT	TTT31.png,TTT32.png	1	Quest	(Hilt, Trees) The Three Trials															
The Trial of Intuition	TTT	TTT33.png,TTT34.png	1	Quest	(Hilt, Trees) The Three Trials															
The Antlered Crown	TTT	TTT35.png,TTT36.png	1	Quest	(Hilt, Trees) The Three Trials															
Haldir of Lorien (TiT)	TiT	TiT01	1	Hero	Lore	*	Silvan. Ranger. Scout	9		2	3	1	3		Ranged.		Combat Action: If you have not engaged an enemy this round, exhaust Haldir of L?rien to declare him as an attacker (and resolve his attack) against an enemy not engaged with you. Limit once per round.			
Gwaihir	TiT	TiT02	3	Ally	Tactics	*			5	2	3	1	4							
O Lorien!	TiT	TiT03	3	Attachment	Leadership	*														
Herald of Anorien	TiT	TiT04	3	Ally	Leadership				2	1	0	1	1							
Galadhrim Minstrel	TiT	TiT05	3	Ally	Lore				2	1	0	0	1							
Defender of the Naith	TiT	TiT06	3	Ally	Neutral				3	0	1	2	2							
Nalir	TiT	TiT07	1	Objective-Ally	(TornMap) Trouble in Tharbad					0	1	2	3							
Lembas	TiT	TiT08	3	Attachment	Lore															
Bellach	TiT	TiT09	1	Enemy	(TornMap) Trouble in Tharbad	*														
Pursuing the Enemy	TiT	TiT10	3	Event	Tactics															
Courage Awakened	TiT	TiT11	3	Event	Spirit															
Free to Choose	TiT	TiT12	3	Event	Spirit															
The Empty Mug	TiT	TiT13	1	Location	(TornMap) Trouble in Tharbad															
Spy from Mordor	TiT	TiT14	4	Enemy	(TornMap) Trouble in Tharbad															
Bellach's Marauder	TiT	TiT15	2 (1)	Enemy	(TornMap) Trouble in Tharbad															
The Crossing at Tharbad	TiT	TiT16	1	Location	(TornMap) Trouble in Tharbad															
Streets of Tharbad	TiT	TiT17	2	Location	(TornMap) Trouble in Tharbad															
Tharbad Hideout	TiT	TiT18	2	Location	(TornMap) Trouble in Tharbad															
Ruins of the Second Age	TiT	TiT19	2 (1)	Location	(TornMap) Trouble in Tharbad															
Seedy Inn	TiT	TiT20	2 (1)	Location	(TornMap) Trouble in Tharbad															
Hidden Alleyway	TiT	TiT21	2	Location	(TornMap) Trouble in Tharbad															
Decrepit Rooftops	TiT	TiT22	2	Location	(TornMap) Trouble in Tharbad															
Constant Tail	TiT	TiT23	2	Treachery	(TornMap) Trouble in Tharbad															
Conspicuous Lot	TiT	TiT24	2 (1)	Treachery	(TornMap) Trouble in Tharbad															
Cornered	TiT	TiT25	2	Treachery	(TornMap) Trouble in Tharbad															
Get That Dwarf!	TiT	TiT26	2 (1)	Treachery	(TornMap) Trouble in Tharbad															
Double Dealings	TiT	TiT27.png,TiT28.png	1	Quest	(TornMap, Nobel) Trouble in Tharbad															
Escape from Tharbad	TiT	TiT29.png,TiT30.png	1	Quest	(TornMap, Nobel) Trouble in Tharbad															
Mablung	NiE	NiE01	1	Hero	Tactics	*	Gondor. Ranger.	10		2	2	2	4				Response: After you engage an enemy, add 1 resource to Mablung's resource pool. (Limit once per phase.)			
Nalir	NiE	NiE02	1	Objective-Ally	(Tentacles) The Nin-in-Eilph	*				0	1	2	3							
Wingfoot	NiE	NiE03	3	Attachment	Lore	*														
Defender of the West	NiE	NiE04	3	Attachment	Neutral	*														
Galadhon Archer	NiE	NiE05	3	Ally	Tactics				2	0	2	0	1							
Celduin Traveler	NiE	NiE06	3	Ally	Spirit				3	2	0	1	2							
Mirkwood Pioneer	NiE	NiE07	3	Ally	Lore				2	1	0	0	2							
Bow of the Galadhrim	NiE	NiE08	3	Attachment	Tactics															
Ancient Marsh-dweller	NiE	NiE09	1	Enemy	(Tentacles) The Nin-in-Eilph	*														
Follow Me!	NiE	NiE10	3	Event	Leadership															
Tighten Our Belts	NiE	NiE11	3	Event	Leadership															
Island Amid Perils	NiE	NiE12	3	Event	Spirit															
Giant Swamp Adder	NiE	NiE13	4 (3)	Enemy	(Tentacles) The Nin-in-Eilph															
Neekerbreekers	NiE	NiE14	3	Enemy	(Tentacles) The Nin-in-Eilph															
Fen of Reeds	NiE	NiE15	3 (2)	Location	(Tentacles) The Nin-in-Eilph															
Finger of Glanduin	NiE	NiE16	3	Location	(Tentacles) The Nin-in-Eilph															
Hidden Eyot	NiE	NiE17	2	Location	(Tentacles) The Nin-in-Eilph															
Sinking Bog	NiE	NiE18	3	Location	(Tentacles) The Nin-in-Eilph															
Shifting Marshland	NiE	NiE19	3 (2)	Treachery	(Tentacles) The Nin-in-Eilph															
Remnants of Elder Days	NiE	NiE20	1 (0)	Treachery	(Tentacles) The Nin-in-Eilph															
Fleeing from Tharbad	NiE	NiE21.png,NiE22.png	1	Quest	(Tentacles, OrcFlag) The Nin-in-Eilph															
Through the Marsh, No End in Sight	NiE	NiE23.png,NiE24.png	1	Quest	(Tentacles, OrcFlag) The Nin-in-Eilph															
Through the Marsh, A Weary Passage	NiE	NiE25.png,NiE26.png	1	Quest	(Tentacles, OrcFlag) The Nin-in-Eilph															
Through the Marsh, A Forgotton Land	NiE	NiE27.png,NiE28.png	1	Quest	(Tentacles, OrcFlag) The Nin-in-Eilph															
Lost in Swanfleet, Impassable Marshland	NiE	NiE29.png,NiE30.png	1	Quest	(Tentacles, OrcFlag) The Nin-in-Eilph															
Lost in Swanfleet, A Treacherous Swamp	NiE	NiE31.png,NiE32.png	1	Quest	(Tentacles, OrcFlag) The Nin-in-Eilph															
Lost in Swanfleet, Creatures of a Forgotton Age	NiE	NiE33.png,NiE34.png	1	Quest	(Tentacles, OrcFlag) The Nin-in-Eilph															
Out of the Swamp	NiE	NiE35.png,NiE36.png	1	Quest	(Tentacles, OrcFlag) The Nin-in-Eilph															
Galadriel (CS)	CS	CS01	1	Hero	Spirit	*	Noldor. Noble.	9		4	0	0	4				Galadriel cannot quest, attack, or defend. Allies you control do not exhaust to commit to the quest during the round they enter play. Action: Exhaust Galadriel to choose a player. That player reduces his threat by 1 and draws 1 card. (Limit once per round.)			
Orophin	CS	CS02	3	Ally	Leadership	*			3	2	2	0	2							
Heir of Mardil	CS	CS03	3	Attachment	Leadership	*														
Mirror of Galadriel	CS	CS04	3	Attachment	Spirit	*														
Nenya	CS	CS05	3	Attachment	Neutral	*														
Henneth Annun Guard	CS	CS06	3	Ally	Tactics				3	0	2	2	2							
Galadriel's Handmaiden	CS	CS07	3	Ally	Spirit				2	2	0	1	1							
Wandering Ent	CS	CS08	3	Ally	Lore				2	2	2	2	3							
Celebrimbor's Mould	CS	CS09	1	Objective	(Remains) Celebrimbor's Secret															
Cloak of Lorien	CS	CS10	3	Attachment	Lore															
Bellach	CS	CS11	1	Enemy	(Remains) Celebrimbor's Secret	*														
the Orcs' Search	CS	CS12	1	Objective	(Remains) Celebrimbor's Secret															
Charge of the Rohirrim	CS	CS13	3	Event	Tactics															
Bellach's Scout	CS	CS14	4 (3)	Enemy	(Remains) Celebrimbor's Secret															
Prowling Orc	CS	CS15	2 (1)	Enemy	(Remains) Celebrimbor's Secret															
The Secret Chamber	CS	CS16	1	Location	(Remains) Celebrimbor's Secret															
Ruined Plaza	CS	CS17	3	Location	(Remains) Celebrimbor's Secret															
Collapsed Tower	CS	CS18	2	Location	(Remains) Celebrimbor's Secret															
Ancient Foundation	CS	CS19	4	Location	(Remains) Celebrimbor's Secret															
City Remains	CS	CS20	4 (2)	Location	(Remains) Celebrimbor's Secret															
Discovered!	CS	CS21	2 (0)	Treachery	(Remains) Celebrimbor's Secret															
Desecrated Ruins	CS	CS22	3	Treachery	(Remains) Celebrimbor's Secret															
Spies from Mordor	CS	CS23	2	Treachery	(Remains) Celebrimbor's Secret															
The Ruins of Ost-in-Edhil	CS	CS24.png,CS25.png	1	Quest	(Remains, Nobel, ShootStar) Celebrimbor's Secret															
The Enemy's Servant	CS	CS26.png,CS27.png	1	Quest	(Remains, Nobel, ShootStar) Celebrimbor's Secret															
Erkenbrand	TAC	TAC01	1	Hero	Leadership	*	Rohan. Warrior.	10		1	2	3	4		Sentinal.		While Erkenbrand is defending, he gains: Response: Deal 1 damage to Erkenbrand to cancel a shadow effect just triggered.			
Treebeard	TAC	TAC02	3	Ally	Neutral	*			4	2	4	3	5							
Chief Turch (TAC)	TAC	TAC03	1	Objective-Ally	(Antlers) The Antlered Crown	*														
The Day's Rising	TAC	TAC04	3	Attachment	Leadership	*														
Captain of Gondor	TAC	TAC05	3	Attachment	Tactics	*														
Warden of Helm's Deep	TAC	TAC06	3	Ally	Leadership				3	0	1	3	2							
Booming Ent	TAC	TAC07	3	Ally	Tactics				2	0	2	2	3							
Raven Chief	TAC	TAC08	1	Enemy	(Antlers) The Antlered Crown															
Ride Them Down	TAC	TAC09	3	Event	Spirit															
Shadows Give Way	TAC	TAC10	3	Event	Spirit															
Don't Be Hasty!	TAC	TAC11	3	Event	Lore															
Waters of Nimrodel	TAC	TAC12	3	Event	Lore															
Raven Chief's Camp	TAC	TAC13	1	Location	(Antlers) The Antlered Crown															
Raven Warrior	TAC	TAC14	4 (3)	Enemy	(Antlers) The Antlered Crown															
Raven Skirmisher	TAC	TAC15	3 (2)	Enemy	(Antlers) The Antlered Crown															
Raven War-camp	TAC	TAC16	4 (2)	Location	(Antlers) The Antlered Crown															
Raven Villiage	TAC	TAC17	3	Location	(Antlers) The Antlered Crown															
Dunland Battlefield	TAC	TAC18	3	Location	(Antlers) The Antlered Crown															
Raven Country	TAC	TAC19	2	Location	(Antlers) The Antlered Crown															
Raising the Cry	TAC	TAC20	3 (2)	Treachery	(Antlers) The Antlered Crown															
Fierce Folk	TAC	TAC21	2 (1)	Treachery	(Antlers) The Antlered Crown															
Driven Back	TAC	TAC22	2	Treachery	(Antlers) The Antlered Crown															
Battle for Dunland	TAC	TAC23.png,TAC24.png	1	Quest	(Antlers, Sword, Fork) The Antlered Crown															
The Raven Clan	TAC	TAC25.png,TAC26.png	1	Quest	(Antlers, Sword, Fork) The Antlered Crown															
The Last Stage	TAC	TAC27.png,TAC28.png	1	Quest	(Antlers, Sword, Fork) The Antlered Crown															
Ancient Guardroom	TRD	TRD001,encounter	2	Location	(Balrog) Journey in the Dark															
Anduril	TRD	TRD002	1	Attachment	Neutral	*														
Bilbo Baggins (TRD)	TRD	TRD003	3	Ally	Spirit	*			2	2	0	0	2							
Bitter Cold	TRD	TRD004,encounter	2 (1)	Treachery	(Warg) The Ring Goes South															
Black Feathered Arrows	TRD	TRD005,encounter	3	Treachery	(Break) Breaking of the Fellowship															
Boromir (TRD)	TRD	TRD006,encounter	3	Ally	Tactics	*			4	1	3	1	4							
Chamber of Mazarbul	TRD	TRD007,encounter	1	Location	(Balrog) Journey in the Dark															
Crebain from Dunland	TRD	TRD008,encounter	2	Enemy	(Warg) The Ring Goes South															
Darkened Stairway	TRD	TRD009,encounter	2 (1)	Location	(Balrog) Journey in the Dark															
Deep Fissure	TRD	TRD010,encounter	3	Treachery	(Balrog) Journey in the Dark															
Doom, Doom, Doom	TRD	TRD011,encounter	1	Objective	(Balrog) Journey in the Dark															
Doors of Durin (TRD)	TRD	TRD012,encounter	1	Location	(Warg) The Ring Goes South															
Elrond (TRD)	TRD	TRD013,encounter	3	Ally	Lore	*			3	3	2	3	3							
Eregion	TRD	TRD014,encounter	3 (2)	Location	(Warg) The Ring Goes South															
Fallen Into Evil	TRD	TRD015,encounter	1 (0)	Treachery	(Break) Breaking of the Fellowship															
Fellowship of the Ring	TRD	TRD016,encounter	3	Attachment	Ring	*														
Flame of Anor	TRD	TRD017,encounter	3	Event	Neutral															
Followed by Night (TRD)	TRD	TRD018,encounter	1	Treachery	(Break) Breaking of the Fellowship															
Fool of a Took!	TRD	TRD019,encounter	2 (1)	Treachery	(Balrog) Journey in the Dark															
Frodo Baggins (TRD)	TRD	TRD020	1	Hero	Ring	*	Hobbit. Ring-bearer.	0		2	1	2	2				Response: After Frodo Baggins exhausts to defend an attack, exhaust The One Ring and spend 1 Fellowship resource to target the attacking enemy. Then, this attack deals no damage and each player raises his threat by 2.			
